Accession,Host
NC_019446,Brucella abortus
NC_019447,Brucella melitensis
NC_019448,Staphylococcus aureus
NC_019449,Lactobacillus delbrueckii
NC_019450,Pseudomonas aeruginosa
NC_019451,Pseudomonas aeruginosa
NC_019452,Escherichia coli
NC_019453,Caulobacter vibrioides
NC_019454,Pantoea agglomerans
NC_019455,Glaesserella parasuis
NC_019456,Lactobacillus delbrueckii
NC_019457,Vibrio cholerae
NC_019485,Enterobacter cloacae
NC_019486,Lactobacillus sp.
NC_019488,Salmonella enterica
NC_019489,Lactobacillus sp.
NC_019490,Riemerella anatipestifer
NC_019398,Cronobacter sakazakii
NC_019399,Escherichia coli
NC_019400,Cronobacter sakazakii
NC_019401,Cronobacter sakazakii
NC_019402,Cronobacter sakazakii
NC_019403,Escherichia coli
NC_019404,Escherichia coli
NC_019405,Caulobacter vibrioides
NC_019406,Caulobacter vibrioides
NC_019407,Caulobacter vibrioides
NC_019408,Caulobacter vibrioides
NC_019410,Caulobacter vibrioides
NC_019411,Caulobacter vibrioides
NC_019414,Streptomyces coelicolor
NC_019416,Stenotrophomonas maltophilia
NC_019417,Salmonella sp.
NC_019418,Streptococcus suis
NC_019419,Escherichia coli
NC_019421,Clostridioides difficile
NC_019422,Clostridioides difficile
NC_019423,Escherichia coli
NC_018831,Listeria sp.
NC_018832,Providencia stuartii
NC_018834,Cutibacterium acnes
NC_018835,Escherichia coli
NC_018836,Streptomyces coelicolor
NC_018838,Cutibacterium acnes
NC_018839,Cutibacterium acnes
NC_018840,Cutibacterium acnes
NC_018841,Cutibacterium acnes
NC_018842,Cutibacterium acnes
NC_018843,Salmonella enterica
NC_018845,Cutibacterium acnes
NC_018846,Escherichia coli
NC_018847,Cutibacterium acnes
NC_018848,Streptomyces venezuelae
NC_018849,Cutibacterium acnes
NC_018850,Pseudomonas fluorescens
NC_018851,Cutibacterium acnes
NC_018852,Cutibacterium acnes
NC_018853,Streptomyces avermitilis
NC_018854,Escherichia coli
NC_018855,Escherichia coli
NC_018856,Bacillus cereus
NC_018857,Bacillus cereus
NC_018859,Escherichia coli
NC_018860,Bacillus cereus
NC_018861,Campylobacter jejuni
NC_018863,Bacillus cereus
NC_018452,Burkholderia cenocepacia
NC_018270,Weissella cibaria
NC_018273,Leuconostoc mesenteroides
NC_018274,Pseudomonas aeruginosa
NC_018276,Croceibacter atlanticus
NC_018278,Burkholderia ambifaria
NC_018280,Celeribacter marinus
NC_018281,Staphylococcus epidermidis
NC_018282,Pseudomonas aeruginosa
NC_018283,Burkholderia ambifaria
NC_018284,Staphylococcus epidermidis
NC_018277,Staphylococcus pasteuri
NC_018285,Streptococcus salivarius
NC_018264,Thermoanaerobacterium saccharolyticum
NC_017087,Halorubrum sp. SS5-4
NC_017088,Halorubrum sp. SP3-3
NC_017089,Halorubrum sp. SS7-4
NC_017090,Halogeometricum sp. CG-9
NC_018083,Clostridium perfringens
NC_018084,Clostridium perfringens
NC_018085,Bacillus thuringiensis
NC_018086,Enterococcus faecalis
NC_017974,Cronobacter sakazakii
NC_017976,Bacillus cereus
NC_017980,Clostridium perfringens
NC_017981,Xanthomonas vesicatoria
NC_017985,Salmonella sp.
NC_017971,Pseudomonas putida
NC_017972,Pseudomonas putida
NC_017968,Staphylococcus aureus
NC_017969,Escherichia coli
NC_017973,Mycolicibacterium smegmatis
NC_017978,Clostridium perfringens
NC_017983,Salisaeta sp. SP9-1
NC_017984,Acinetobacter baumannii
NC_017864,Pseudomonas aeruginosa
NC_017865,Pseudomonas aeruginosa
NC_017732,Enterococcus faecalis
NC_017688,Lactococcus lactis
NC_017695,Lactococcus lactis
NC_017696,Lactococcus lactis
NC_017698,Lactococcus lactis
NC_017702,Lactococcus lactis
NC_016899,Thermococcus prieurii
NC_016763,Salmonella enterica
NC_016770,Bacteroides fragilis
NC_016762,Pseudomonas aeruginosa
NC_016764,Pseudomonas tolaasii
NC_016765,Pseudomonas aeruginosa
NC_016766,Synechococcus sp. CB0101
NC_016767,Erwinia pyrifoliae
NC_016650,Rhodococcus globerulus
NC_016651,Rhodococcus rhodochrous
NC_016652,Prescottella equi
NC_016653,Rhodococcus erythropolis
NC_016654,Prescottella equi
NC_016655,Prescottella equi
NC_016569,Nocardia brasiliensis
NC_016570,Escherichia coli
NC_016656,Synechococcus sp. WH 8017
NC_016659,Prochlorococcus marinus
NC_016562,Campylobacter jejuni
NC_016563,Bacillus cereus
NC_016565,Staphylococcus aureus
NC_016568,Helicobacter pylori
NC_016571,Pseudomonas fluorescens
NC_016564,Planktothrix agardhii
NC_016566,Shigella sonnei
NC_015586,Stenotrophomonas maltophilia
NC_016071,Salmonella enterica
NC_016434,Gordonia terrae
NC_016435,Gordonia rubripertincta
NC_016162,Vibrio cholerae
NC_016163,Yersinia enterocolitica
NC_016166,Gordonia terrae
NC_016158,Escherichia coli
NC_016160,Escherichia coli
NC_016164,Synechococcus sp. CB0201
NC_016165,Rhodobacter capsulatus
NC_015938,Salmonella enterica
NC_015937,Thermus thermophilus
NC_015584,Mycolicibacterium smegmatis
NC_015585,Pantoea agglomerans
NC_015720,Gordonia terrae
NC_015721,Bdellovibrio bacteriovorus
NC_015568,Clostridioides difficile
NC_015209,Vibrio cholerae
NC_015464,Campylobacter jejuni
NC_015463,Synechococcus sp. CB0204
NC_015465,Synechococcus sp. CB0202
NC_015466,Roseobacter denitrificans
NC_015456,Shigella flexneri
NC_015457,Shigella flexneri
NC_015254,Brochothrix thermosphacta
NC_015252,Brochothrix thermosphacta
NC_015253,Brochothrix thermosphacta
NC_015263,Lactococcus lactis
NC_015265,Burkholderia cenocepacia
NC_015270,Enterococcus faecalis
NC_015273,Burkholderia ambifaria
NC_015274,Streptococcus pneumoniae
NC_015293,Pseudoalteromonas sp. H105
NC_015297,Ralstonia solanacearum
NC_015279,Synechococcus sp. WH 8017
NC_015280,Prochlorococcus marinus
NC_015281,Parasynechococcus marenigrum
NC_015282,Synechococcus sp. WH 6501
NC_015283,Prochlorococcus marinus
NC_015284,Prochlorococcus marinus
NC_015285,Synechococcus sp. WH 7803
NC_015286,Synechococcus sp. WH 8109
NC_015287,Synechococcus sp. WH 8109
NC_015288,Synechococcus sp. WH 8101
NC_015289,Parasynechococcus marenigrum
NC_015294,Pseudomonas aeruginosa
NC_015296,Salmonella enterica
NC_015269,Salmonella enterica
NC_015271,Salmonella enterica
NC_015249,Escherichia coli
NC_015250,Acinetobacter johnsonii
NC_015251,Aeromonas salmonicida
NC_015262,Clostridioides difficile
NC_015264,Pseudomonas fluorescens
NC_015210,Tsukamurella paurometabola
NC_015157,Vibrio cholerae
NC_015158,Vibrio cholerae
NC_015159,Vibrio cholerae
NC_014900,Salmonella enterica
NC_014901,Mycolicibacterium smegmatis
NC_014792,Escherichia coli
NC_014661,Acinetobacter johnsonii
NC_014662,Escherichia coli
NC_014663,Acinetobacter johnsonii
NC_014635,Aeromonas salmonicida
NC_014636,Aeromonas salmonicida
NC_014595,Shigella sonnei
NC_014460,Staphylococcus aureus
NC_014467,Escherichia coli
NC_014458,Mycolicibacterium smegmatis
NC_014461,Mycolicibacterium smegmatis
NC_014260,Escherichia coli
NC_014229,Streptomyces avermitilis
NC_014099,Sulfolobus sp. G4ST-2
NC_014036,Klebsiella pneumoniae
NC_013936,Mycolicibacterium smegmatis
NC_013758,Haloarcula hispanica
NC_013649,Klebsiella pneumoniae
NC_013691,Pseudomonas aeruginosa
NC_013692,Pseudomonas aeruginosa
NC_013693,Shigella boydii
NC_013694,Mycolicibacterium smegmatis
NC_013696,Enterococcus faecalis
NC_013697,Delftia acidovorans
NC_013698,Clavibacter michiganensis
NC_013643,Enterococcus faecalis
NC_013644,Enterococcus faecalis
NC_013645,Streptococcus thermophilus
NC_013646,Enterococcus faecalis
NC_013647,Klebsiella pneumoniae
NC_013648,Enterococcus faecalis
NC_013650,Mycolicibacterium smegmatis
NC_013594,Escherichia coli
NC_013638,Pseudomonas fluorescens
NC_013597,Aggregatibacter actinomycetemcomitans
NC_013598,Streptococcus thermophilus
NC_013599,Xylella fastidiosa
NC_013600,Sodalis glossinidius
NC_013585,Acidianus brierleyi
NC_013587,Sulfolobus sp. G4ST-T-11
NC_013588,Sulfolobus sp. G4T-1
NC_013420,Streptomyces sp. ZL12
NC_013195,Staphylococcus aureus
NC_013197,Thermus thermophilus
NC_013152,Lactococcus lactis
NC_013153,Lactococcus lactis
NC_013154,Lactococcus lactis
NC_013155,Lactococcus lactis
NC_013059,Salmonella enterica
NC_013055,Burkholderia pseudomallei
NC_013021,Prochlorococcus marinus
NC_012868,Escherichia coli
NC_012788,Mycolicibacterium smegmatis
NC_012784,Staphylococcus aureus
NC_012756,Streptococcus oralis
NC_012757,Vibrio cholerae
NC_012743,Burkholderia cenocepacia
NC_012749,Escherichia coli
NC_012753,Streptococcus thermophilus
NC_012740,Escherichia coli
NC_012741,Escherichia coli
NC_012742,Xanthomonas campestris
NC_012696,Sulfitobacter sp. EE-36
NC_012697,Ruegeria pomeroyi
NC_012662,Vibrio parahaemolyticus
NC_012663,Lactococcus lactis
NC_012558,Halorubrum sp. PV6
NC_012418,Pseudomonas aeruginosa
NC_012419,Enterococcus faecalis
NC_012223,Escherichia coli
NC_012091,Pseudomonas syringae
NC_012092,Pseudomonas syringae
NC_012093,Pseudomonas syringae
NC_012027,Mycolicibacterium smegmatis
NC_011976,Salmonella enterica
NC_011801,Lactobacillus jensenii
NC_011802,Salmonella enterica
NC_011811,Erwinia amylovora
NC_011810,Pseudomonas aeruginosa
NC_011756,Pseudomonas aeruginosa
NC_011611,Pseudomonas aeruginosa
NC_011613,Pseudomonas aeruginosa
NC_011612,Staphylococcus aureus
NC_011614,Staphylococcus aureus
NC_011589,Stenotrophomonas maltophilia
NC_011534,Kluyvera cryocrescens
NC_011523,Bacillus anthracis
NC_011421,Bacillus subtilis
NC_011398,Clostridioides difficile
NC_011373,Pseudomonas aeruginosa
NC_011357,Escherichia coli
NC_011356,Escherichia coli
NC_011344,Staphylococcus aureus
NC_011318,Clostridium perfringens
NC_011285,Mycolicibacterium smegmatis
NC_011287,Mycolicibacterium smegmatis
NC_011288,Mycolicibacterium smegmatis
NC_011289,Mycolicibacterium smegmatis
NC_011290,Mycolicibacterium smegmatis
NC_011291,Mycolicibacterium smegmatis
NC_011292,Mycolicibacterium smegmatis
NC_011267,Mycobacterium sp.
NC_011273,Mycolicibacterium smegmatis
NC_011222,Bacteroides fragilis
NC_011216,Burkholderia cenocepacia
NC_011201,Ralstonia solanacearum
NC_011165,Pseudomonas aeruginosa
NC_011166,Pseudomonas aeruginosa
NC_011167,Bacillus thuringiensis
NC_011142,Iodobacter sp. CdM7
NC_011104,Lacticaseibacillus rhamnosus
NC_011105,Pseudomonas aeruginosa
NC_011107,Pseudomonas aeruginosa
NC_011055,Mycobacterium sp.
NC_011056,Mycobacterium sp.
NC_011057,Mycobacterium sp.
NC_011038,Yersinia pestis
NC_011039,Mycolicibacterium smegmatis
NC_011040,Escherichia coli
NC_011041,Escherichia coli
NC_011042,Escherichia coli
NC_011043,Klebsiella sp. 390
NC_011044,Mycolicibacterium smegmatis
NC_011045,Escherichia coli
NC_011048,Bacillus subtilis
NC_011019,Mycobacterium sp.
NC_011020,Mycobacterium sp.
NC_011021,Mycobacterium sp.
NC_011022,Mycobacterium sp.
NC_011023,Mycobacterium sp.
NC_010945,Streptococcus gordonii
NC_010821,Pseudomonas chlororaphis
NC_010807,Salmonella enterica
NC_010808,Staphylococcus aureus
NC_010576,Lactococcus lactis
NC_010583,Escherichia coli
NC_010537,Acidianus uzoniensis
NC_010237,Escherichia coli
NC_010495,Salmonella enterica
NC_010363,Lactococcus lactis
NC_010355,Azospirillum brasilense
NC_010353,Streptococcus thermophilus
NC_010342,Vreelandella aquamarina
NC_010324,Escherichia coli
NC_010325,Pseudomonas aeruginosa
NC_010326,Pseudomonas aeruginosa
NC_010179,Lactobacillus johnsonii
NC_010152,Acidianus convivator
NC_010153,Acidianus convivator
NC_010154,Acidianus convivator
NC_010147,Staphylococcus aureus
NC_010116,Pseudomonas aeruginosa
NC_010105,Escherichia coli
NC_010106,Escherichia coli
NC_009987,Spiroplasma kunkelii
NC_009990,Thalassotalea loyana
NC_009993,Mycolicibacterium smegmatis
NC_009965,Acidianus sp. Acii26
NC_009935,Pseudomonas aeruginosa
NC_009936,Pseudomonas aeruginosa
NC_009904,Enterococcus faecalis
NC_009884,Acidianus pozzuoliensis
NC_009818,Pseudomonas aeruginosa
NC_009877,Mycobacterium sp.
NC_009875,Staphylococcus aureus
NC_009810,Listeria monocytogenes
NC_009811,Listeria monocytogenes
NC_009812,Listeria monocytogenes
NC_009813,Listeria monocytogenes
NC_009814,Listeria monocytogenes
NC_009815,Listeria monocytogenes
NC_009816,Corynebacterium glutamicum
NC_009817,Lactococcus lactis
NC_009819,Streptococcus equi
NC_009820,Mycolicibacterium smegmatis
NC_009821,Escherichia coli
NC_009803,Thermus thermophilus
NC_009804,Thermus thermophilus
NC_009760,Bacillus thuringiensis
NC_009737,Bacillus sp. 6k512
NC_009643,Actinomyces naeslundii
NC_009603,Microbacterium nematophilum
NC_009604,Burkholderia cenocepacia
NC_009597,Pyrococcus abyssi
NC_009551,Leptolyngbya foveolarum
NC_009554,Lactobacillus delbrueckii
NC_009540,Escherichia coli
NC_009541,Cutibacterium acnes
NC_009542,Aeromonas media
NC_009543,Xanthomonas oryzae
NC_009526,Staphylococcus aureus
NC_009531,Synechococcus sp. WH 8109
NC_009514,Escherichia coli
NC_009452,Acidianus convivator
NC_009447,Burkholderia cepacia
NC_009382,Ralstonia solanacearum
NC_009234,Burkholderia thailandensis
NC_009235,Burkholderia pseudomallei
NC_009236,Burkholderia pseudomallei
NC_009237,Burkholderia thailandensis
NC_009014,Erwinia amylovora
NC_009015,Burkholderia ambifaria
NC_009016,Vibrio parahaemolyticus
NC_009018,Streptococcus dysgalactiae
NC_008798,Staphylococcus aureus
NC_008799,Staphylococcus aureus
NC_008717,Pseudomonas aeruginosa
NC_008720,Escherichia coli
NC_008721,Streptococcus suis
NC_008722,Staphylococcus epidermidis
NC_008723,Staphylococcus epidermidis
NC_008694,Yersinia pestis
NC_008689,Staphylococcus aureus
NC_008575,Ralstonia solanacearum
NC_008464,Escherichia coli
NC_008376,Geobacillus sp. 6k51
NC_008370,Lactococcus lactis
NC_008371,Lactococcus lactis
NC_008363,Lactococcus lactis
NC_008364,Lactococcus lactis
NC_008296,Synechococcus sp. WH 8012
NC_008265,Clostridium perfringens
NC_008206,Mycobacterium sp.
NC_008193,Pasteurella multocida
NC_008201,Mannheimia haemolytica
NC_008208,Aeromonas salmonicida
NC_007967,Kitasatospora aureofaciens
NC_007917,Clostridioides difficile
NC_007924,Lactobacillus gasseri
NC_007914,Haloarcula hispanica
NC_007918,Haloarcula hispanica
NC_007817,Escherichia coli
NC_007821,Escherichia coli
NC_007856,Escherichia coli
NC_007902,Sodalis glossinidius
NC_007804,Escherichia coli
NC_007805,Pseudomonas aeruginosa
NC_007806,Pseudomonas aeruginosa
NC_007807,Pseudomonas aeruginosa
NC_007808,Pseudomonas aeruginosa
NC_007809,Pseudomonas aeruginosa
NC_007810,Pseudomonas aeruginosa
NC_007814,Bacillus anthracis
NC_007734,Bacillus anthracis
NC_007637,Escherichia coli
NC_007623,Pseudomonas aeruginosa
NC_007610,Listeria monocytogenes
NC_007603,Escherichia coli
NC_007581,Clostridium botulinum
NC_007501,Lacticaseibacillus rhamnosus
NC_007497,Burkholderia cepacia
NC_007456,Escherichia coli
NC_007458,Bacillus cereus
NC_007461,Chlamydia abortus
NC_007409,Acidianus convivator
NC_007291,Escherichia coli
NC_007217,Haloarcula hispanica
NC_007189,Stenotrophomonas maltophilia
NC_007145,Burkholderia pseudomallei
NC_007046,Staphylococcus aureus
NC_007048,Staphylococcus aureus
NC_007049,Staphylococcus aureus
NC_007050,Staphylococcus aureus
NC_007051,Staphylococcus aureus
NC_007052,Staphylococcus aureus
NC_007053,Staphylococcus aureus
NC_007054,Staphylococcus aureus
NC_007055,Staphylococcus aureus
NC_007056,Staphylococcus aureus
NC_007057,Staphylococcus aureus
NC_007058,Staphylococcus aureus
NC_007059,Staphylococcus aureus
NC_007060,Staphylococcus aureus
NC_007061,Staphylococcus aureus
NC_007062,Staphylococcus aureus
NC_007063,Staphylococcus aureus
NC_007064,Staphylococcus aureus
NC_007065,Staphylococcus aureus
NC_007066,Staphylococcus aureus
NC_007019,Streptococcus thermophilus
NC_007021,Staphylococcus aureus
NC_007022,Aeromonas salmonicida
NC_007024,Xanthomonas hortorum
NC_006936,Lactiplantibacillus plantarum
NC_006940,Salmonella enterica
NC_006945,Bacillus thuringiensis
NC_006949,Salmonella enterica
NC_006953,Vibrio pelagius
NC_006884,Prochlorococcus marinus
NC_006548,Pseudomonas aeruginosa
NC_006552,Pseudomonas aeruginosa
NC_006556,Thermoproteus tenax
NC_006557,Evansella clarkii
NC_006565,Lactiplantibacillus plantarum
NC_006356,Flavobacterium sp.
NC_006294,Vibrio cholerae
NC_006268,Sulfolobus tengchongensis
NC_005948,Vibrio parahaemolyticus
NC_005949,Vibrio parahaemolyticus
NC_005879,Vibrio cholerae
NC_005880,Staphylococcus aureus
NC_005884,Pseudomonas aeruginosa
NC_005885,Actinoplanes sp. SN223/29
NC_005887,Burkholderia cepacia
NC_005891,Vibrio cholerae
NC_005892,Saccharolobus solfataricus
NC_005893,Lacticaseibacillus casei
NC_005872,Pyrobaculum sp. D11
NC_005856,Escherichia coli
NC_005857,Klebsiella oxytoca
NC_005859,Escherichia coli
NC_005841,Salmonella enterica
NC_005830,Acidianus infernus
NC_005822,Lactococcus cremoris
NC_005360,Sulfolobus sp.
NC_005361,Sulfolobus sp.
NC_005354,Lactobacillus johnsonii
NC_005355,Lactobacillus johnsonii
NC_005356,Staphylococcus aureus
NC_005357,Bordetella bronchiseptica
NC_005342,Burkholderia cepacia
NC_005344,Shigella flexneri
NC_005345,Streptomyces venezuelae
NC_005294,Streptococcus pneumoniae
NC_005284,Burkholderia pseudomallei
NC_005258,Bacillus thuringiensis
NC_005260,Aeromonas hydrophila
NC_005263,Burkholderia cenocepacia
NC_005178,Pseudomonas aeruginosa
NC_005135,Aeromonas salmonicida
NC_005131,Ralstonia pickettii
NC_005091,Burkholderia cepacia
NC_005083,Vibrio parahaemolyticus
NC_005069,Yersinia enterocolitica
NC_005066,Escherichia coli
NC_005056,Escherichia coli
NC_005045,Pseudomonas aeruginosa
NC_004996,Streptococcus mitis
NC_004928,Escherichia coli
NC_004913,Escherichia coli
NC_004914,Escherichia coli
NC_004902,Xanthomonas oryzae
NC_004831,Salmonella enterica
NC_004827,Aggregatibacter actinomycetemcomitans
NC_004813,Escherichia coli
NC_004777,Yersinia pestis
NC_004745,Yersinia pestis
NC_004736,Vibrio cholerae
NC_004740,Staphylococcus aureus
NC_004735,Rhodothermus marinus
NC_004679,Staphylococcus aureus
NC_004664,Streptomyces lividans
NC_004665,Pseudomonas putida
NC_004615,Staphylococcus aureus
NC_004616,Staphylococcus aureus
NC_004617,Staphylococcus aureus
NC_004589,Streptococcus pyogenes
NC_004462,Thermus thermophilus
NC_004456,Vibrio harveyi
NC_004348,Salmonella enterica
NC_004333,Burkholderia cepacia
NC_004313,Salmonella enterica
NC_004084,Natrialba magadii
NC_004066,Lactococcus lactis
NC_003907,Vibrio parahaemolyticus
NC_003524,Clostridium perfringens
NC_003460,Propionibacterium freudenreichii
NC_003356,Escherichia coli
NC_003324,Sinorhizobium meliloti
NC_003327,Vibrio cholerae
NC_003311,Vibrio cholerae
NC_003309,Burkholderia thailandensis
NC_003291,Listeria monocytogenes
NC_003298,Escherichia coli
NC_004173,Pseudomonas syringae
NC_003085,Myxococcus xanthus
NC_004175,Pseudomonas syringae
NC_004174,Pseudomonas syringae
NC_002796,Lactococcus lactis
NC_003315,Haemophilus influenzae
NC_002747,Lactococcus lactis
NC_002730,Escherichia coli
NC_002700,Acinetobacter higginsii
NC_002666,Lactococcus lactis
NC_002667,Lactococcus lactis
NC_002668,Lactococcus lactis
NC_002661,Staphylococcus aureus
NC_002656,Mycolicibacterium smegmatis
NC_002643,Bdellovibrio bacteriovorus
NC_002515,Mycoplasmopsis pulmonis
NC_004170,Pseudomonas syringae
NC_004171,Pseudomonas syringae
NC_004172,Pseudomonas syringae
NC_002486,Staphylococcus aureus
NC_003288,Staphylococcus aureus
NC_002363,Vibrio parahaemolyticus
NC_002371,Salmonella enterica
NC_002362,Vibrio parahaemolyticus
NC_002194,Chlamydia psittaci
NC_003299,Pseudomonas syringae
NC_003300,Pseudomonas syringae
NC_003301,Pseudomonas syringae
NC_002185,Streptococcus thermophilus
NC_002180,Chlamydia pneumoniae
NC_002167,Escherichia coli
NC_001271,Yersinia enterocolitica
NC_004112,Lacticaseibacillus casei
NC_000929,Escherichia coli
NC_000902,Escherichia coli
NC_003216,Listeria monocytogenes
NC_000896,Lactobacillus gasseri
NC_000871,Streptococcus thermophilus
NC_000872,Streptococcus thermophilus
NC_000866,Escherichia coli
NC_002703,Lactococcus lactis
NC_000924,Escherichia coli
NC_002072,Streptococcus thermophilus
NC_003313,Vibrio cholerae
NC_003387,Mycobacterium avium
NC_001998,Chlamydia psittaci
NC_003278,Pseudomonas aeruginosa
NC_001956,Vibrio cholerae
NC_001954,Escherichia coli
NC_001942,Metamycoplasma arthritidis
NC_002321,Staphylococcus aureus
NC_001902,Methanothermobacter thermautotrophicus
NC_001895,Escherichia coli
NC_001890,Escherichia coli
NC_001884,Bacillus subtilis
NC_004306,Vibrio cholerae
NC_003444,Shigella flexneri
NC_001835,Lactococcus lactis
NC_002649,Bacillus sp. (in: firmicutes)
NC_004165,Bacillus subtilis
NC_004302,Lactococcus lactis
NC_003793,Spiroplasma citri
NC_001825,Streptococcus pneumoniae
NC_001628,Pseudomonas aeruginosa
NC_001447,Acholeplasma laidlawii
NC_001416,Escherichia coli
NC_001418,Pseudomonas aeruginosa
NC_001423,Bacillus subtilis
NC_001741,Chlamydia psittaci
NC_003714,Pseudomonas savastanoi
NC_003715,Pseudomonas savastanoi
NC_003716,Pseudomonas savastanoi
NC_001396,Xanthomonas campestris
NC_001330,Escherichia coli
NC_001331,Pseudomonas aeruginosa
NC_001341,Acholeplasma laidlawii
NC_001609,Escherichia coli
NC_001365,Spiroplasma citri
NC_001332,Escherichia coli
NC_002014,Escherichia coli
NC_001604,Escherichia coli
NC_003287,Escherichia coli
