Accession,Organism_Name,Species,Genus,Family,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
NC_051619,Mycobacterium phage KiSi,Anayavirus kisi,Anayavirus,,,,62558,complete,"USA: Spokane, WA",Mycolicibacterium smegmatis MC2 155,,"Kinder,M., Sitio,E., Ackerson,L., Anderson,L., Cottrell,A., Eggleston,T., Kiefer,A., Ukcamaj,A., Vendrell,P., Waytashek,C., Yeo,A., Braley,A.B., Ettinger,A.-S.H., Ettinger,W.F., Anders,K.R., Bradley,K.W., Asai,D.J., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2014-10-01,2020-11-28,dsDNA
NC_051620,Mycobacterium phage LastHope,Anayavirus lasthope,Anayavirus,,,,60934,complete,Puerto Rico: Juana Diaz,Mycolicibacterium smegmatis MC2 155,,"Gomez-Rosado,J.O., Gonzalez-Garcia,E.M., Gonzalez-Leon,M.A., Gonzalez-Rodriguez,J., Gonzalez-Santos,L.I., Goveo-Rivera,I.A., Gutierrez-Silva,J.C., Issa-Mahmud,S., Lopez-Llera,J.N., Marrero-Visalden,G., Muyet-Blasini,E., Ortiz-Torres,X.D., Palacios-Vallejo,J.G., Pichardo-Gonzalez,P.A., Pou-Acosta,P.M., Velez-Velazquez,R.M., Fernandez-Martinez,M., Maldonado-Vazquez,N., Rubin,M., Vazquez,E., Stoner,T.H., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2015-10-01,2020-11-28,dsDNA
NC_051621,Mycobacterium phage LaterM,Anayavirus laterM,Anayavirus,,,,60143,complete,"USA: Los Angeles, CA",Mycolicibacterium smegmatis MC2 155,,"Brinck,M., Brobst,O., Fernando,R., Kim,H., McCarthy,S., Murphy,M., Sarkis,A., Sevier,P., Singh,A., Wu,D., Wu,M.-Y., Lund,A.J., Freise,A., Reddi,K., Moberg-Parker,J., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2017-04-11,2020-11-28,dsDNA
NC_051622,Mycobacterium phage MarkPhew,Anayavirus markphew,Anayavirus,,,,62153,complete,"USA: Spokane, WA",Mycolicibacterium smegmatis MC2 155,,"Beauchamp,P., Lattanzi,R., Bidaburu,M., Colombini,C., Evard,R., Fitzgerald,S., Lopez,A.J., Braley,A., Ettinger,A.-S.H., Anders,K.R., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2014-10-01,2020-11-28,dsDNA
NC_051623,Mycobacterium phage Marshawn,Anayavirus marshawn,Anayavirus,,,,61464,complete,"USA: Spokane, WA",Mycolicibacterium smegmatis MC2 155,,"Tisher,V., Wilcox,J., Boggs,D., Byrne,M., Copriviza,J., deSilva,C., Devereaux,C., Hart,C., Holyfield,W., Sciammas,C., Splaine-Duchscherer,K., Bonilla,C., Ettinger,A.-S.H., Ettinger,W.F., Haydock,J., Anders,K.R., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2014-10-01,2020-11-28,dsDNA
NC_051624,Mycobacterium phage Nibb,Anayavirus nibb,Anayavirus,,,,62293,complete,"USA: Spokane, WA",Mycolicibacterium smegmatis MC2 155,,"Neitz,A., Villela,V., Anton,S., Buhyoff,S., Consani,M., Davis,D., Haas,R., Heid,C., Roop,S., Braley,A.B., Ettinger,A.-S.H., Anders,K.R., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2014-09-03,2020-11-28,dsDNA
NC_051625,Mycobacterium Phage Niklas,Anayavirus niklas,Anayavirus,,,,60989,complete,"USA: Georgetown, KY",Mycolicibacterium smegmatis MC2 155,,"Johnson,N., McClure,M.G., Christensen,M., Johnson,M., Gaffney,B.L., Staples,A.K., King,R.A., Rinehart,C.A., Rowland,N.S., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2015-09-07,2020-11-28,dsDNA
NC_051626,Mycobacterium phage Prithvi,Anayavirus prithvi,Anayavirus,,,,60311,complete,South Africa: Durban,Mycolicibacterium smegmatis MC2 155,,"Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2016-07-05,2020-11-28,dsDNA
NC_051627,Mycobacterium phage SirPhilip,Anayavirus sirphilip,Anayavirus,,,,61882,complete,"USA: Spokane, WA",Mycolicibacterium smegmatis MC2 155,,"Held,G.J., Gress,A.J., Atkinson,C., Balentine,A., Bummer,C., Hamill,G., Herron,J.K., Kepple,J., Misslin,J., Trease,D., Ettinger,A.-S.H., Haydock,J., Anders,K.R., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2013-10-01,2020-11-28,dsDNA
NC_051628,Mycobacterium phage Urkel,Anayavirus urkel,Anayavirus,,,,60526,complete,"USA: Spokane, WA",Mycolicibacterium smegmatis MC2 155,,"Yazzolino,P., Kempthorne,D., Kittridge,C., Noyes,R., Winters,C., Ziebert,K., Anton,T., MacKenzie,A., Murphy,A., Novajovsky,A., Ettinger,W.F., Ettinger,A.-S.H., Anders,K.R., Bradley,K.W., Asai,D.J., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.",2014-10-01,2020-11-28,dsDNA
NC_051629,Mycobacterium phage Yuna,Anayavirus yuna,Anayavirus,,,,62192,complete,Madagascar: Ranomafana,Mycolicibacterium smegmatis MC2 155,,"Divens,A.M., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2018-05-13,2020-11-28,dsDNA
NC_051630,Mycobacterium phage Yunkel11,Anayavirus yunkel11,Anayavirus,,,,60757,complete,Puerto Rico: Rio Grande,Mycolicibacterium smegmatis MC2 155,,"Abad,L.A., Stoner,T.H., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2013-10-01,2020-11-28,dsDNA
NC_051631,Mycobacterium phage Zavala,Anayavirus zavala,Anayavirus,,,,59969,complete,"USA: Corpus Christi, TX",Mycolicibacterium smegmatis MC2 155,,"Case,Z.W., Stoner,T.H., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2016-10-01,2020-11-28,dsDNA
NC_050697,Jacquemontia yellow vein virus,Begomovirus jacquemontiavenae,Begomovirus,Geminiviridae,,1915,2543,complete,Venezuela: Zulia,Jacquemontia tamnifolia,,"Fiallo-Olive,E., Chirinos,D.T., Geraud-Pouey,F., Navas-Castillo,J.",2010,2020-10-13,ssDNA(+/-)
NC_050698,Pepper leafroll virus,Begomovirus capsicumcontorsioris,Begomovirus,Geminiviridae,,PE:P107:pep:2009,2516,complete,"Peru: La Libertad, San Carlos Alto",Capsicum baccatum var. pendulum,,"Martinez-Ayala,A., Sanchez-Campos,S., Aragon-Caballero,L., Navas-Castillo,J., Moriones,E.",2009,2020-10-13,ssDNA(+/-)
NC_050152,Enterobacteria phage P7,Punavirus P1,Punavirus,,,,101660,complete,,Enterobacteriaceae,,"Lobocka,M.B., Rusin,M., Bugajska,O., Dobruk,A., Janowicz,A., Samojedny,A.",,2020-08-13,dsDNA
NC_050153,Escherichia phage vB_EcoM-Ro157c2YLVW,Escherichia phage vB_EcoM-Ro157c2YLVW,Punavirus,,,,80732,complete,USA,Escherichia,,"Liao,Y.-T., Quintela,I.A., Bridges,D.F., Liu,F., Sun,X., Wu,V.C.",2017-05-03,2020-08-13,dsDNA
NC_050154,Escherichia phage D6,Escherichia phage D6,,,,,91159,complete,,Escherichia coli,,"Gilcrease,E.B., Casjens,S.R.",,2020-08-13,dsDNA
NC_050143,Pseudomonas phage datas,Pbunavirus datas,Pbunavirus,Lindbergviridae,,,60746,complete,Denmark,Pseudomonas aeruginosa PAO1,,"Olsen,N.S., Forero-Junco,L., Kot,W., Hansen,L.H.",2017,2020-08-10,dsDNA
NC_050144,Pseudomonas phage Epa14,Pbunavirus Epa14,Pbunavirus,Lindbergviridae,,,65797,complete,,Pseudomonas sp.,,"Jacobs,A.C., Freyberger,H.R., Farlow,J., Watters,C.M., He,Y., Ward,A.M., Engeman,E.T., Alamneh,Y.A., Sergueev,K.V., Simons,M.P., Tyner,S.D., Nikolich,M.P., Filippov,A.",,2020-08-10,dsDNA
NC_050145,Pseudomonas phage PaGU11,Pbunavirus PaGU11,Pbunavirus,Lindbergviridae,,,65554,complete,Japan,Pseudomonas aeruginosa,,"Akiyama,T., Ando,H., Kitao,T., Shimamori,Y., Shimada,K.",2018-02-19,2020-08-10,dsDNA
NC_050146,Pseudomonas phage Epa7,Pbunavirus Epa7,Pbunavirus,Lindbergviridae,,,65629,complete,,Pseudomonas sp.,,"Jacobs,A.C., Freyberger,H.R., Farlow,J., Watters,C.M., He,Y., Ward,A.M., Engeman,E.T., Alamneh,Y.A., Sergueev,K.V., Simons,M.P., Tyner,S.D., Nikolich,M.P., Filippov,A.",,2020-08-10,dsDNA
NC_050147,Pseudomonas phage Epa13,Pbunavirus BrSP1,Pbunavirus,Lindbergviridae,,,65680,complete,,Pseudomonas sp.,,"Jacobs,A.C., Freyberger,H.R., Farlow,J., Watters,C.M., He,Y., Ward,A.M., Engeman,E.T., Alamneh,Y.A., Sergueev,K.V., Simons,M.P., Tyner,S.D., Nikolich,M.P., Filippov,A.",,2020-08-10,dsDNA
NC_050148,Pseudomonas virus Pa193,Pbunavirus Pa193,Pbunavirus,Lindbergviridae,,,66657,complete,,Pseudomonas aeruginosa,,"Morales,S., Lehman,S.M., Cole,R.A., Branston,S., Mearns,G., Rankin,D., Kovach,Z.",,2020-08-10,dsDNA
NC_050149,Pseudomonas phage vB_PaeM_USP_1,Pbunavirus USP1,Pbunavirus,Lindbergviridae,,,65918,complete,"Brazil: Ribeirao Preto, Sao Paulo",Pseudomonas aeruginosa,,"Oliveira,V.C., Bim,F.L., Macedo,A.P., Monteiro,R.M., Santos,E.S., Silva-Lovato,C.H., Paranhos,H.F.O., Melo,L.D.R., Santos,S.B., Watanabe,E.",2018-03,2020-08-10,dsDNA
NC_050150,Pseudomonas phage antinowhere,Pbunavirus antinowhere,Pbunavirus,Lindbergviridae,,,65852,complete,Denmark,Pseudomonas aeruginosa PAO1,,"Olsen,N.S., Forero-Junco,L., Kot,W., Hansen,L.H.",2017,2020-08-10,dsDNA
NC_050151,Pseudomonas phage crassa,Pbunavirus crassa,Pbunavirus,Lindbergviridae,,,66295,complete,Denmark,Pseudomonas aeruginosa PAO1,,"Olsen,N.S., Forero-Junco,L., Kot,W., Hansen,L.H.",2017,2020-08-10,dsDNA
NC_049941,Stx2-converting phage Stx2a_WGPS2,Sawaravirus WGPS2,Sawaravirus,,,,58326,complete,,Escherichia coli O157:H7,,"Ogura,Y., Mondal,S.I., Islam,M.R., Mako,T., Arisawa,K., Katsura,K., Ooka,T., Gotoh,Y., Murase,K., Ohnishi,M., Hayashi,T.",,2020-07-29,dsDNA
NC_049942,Escherichia phage JLK-2012,Marienburgvirus JLK2012,Marienburgvirus,,,,57198,complete,Iran,Escherichia coli,,"Kyle,J.L., Cummings,C.A., Parker,C.T., Quinones,B., Vatta,P., Newton,E., Huynh,S., Swimley,M., Degoricija,L., Barker,M., Fontanoz,S., Nguyen,K., Patel,R., Fang,R., Tebbs,R., Petrauskene,O., Furtado,M., Mandrell,R.E., Swimley,M.S.",1963,2020-07-29,dsDNA
NC_049943,Enterobacteria phage 2851,Pankowvirus pv2851,Pankowvirus,,,,57248,complete,Germany,Escherichia coli,,"Strauch,E., Hammerl,J.A., Konietzny,A., Schneiker-Bekel,S., Arnold,W., Goesmann,A., Puhler,A., Beutin,L., Linke,B.",1993,2020-07-29,dsDNA
NC_049944,Stx2-converting phage Stx2a_WGPS8,Pankowvirus WGPS8,Pankowvirus,,,,55023,complete,,Escherichia coli O157:H7,,"Ogura,Y., Mondal,S.I., Islam,M.R., Mako,T., Arisawa,K., Katsura,K., Ooka,T., Gotoh,Y., Murase,K., Ohnishi,M., Hayashi,T.",,2020-07-29,dsDNA
NC_049945,Stx2-converting phage Stx2a_WGPS6,Pankowvirus WGPS6,Pankowvirus,,,,57849,complete,,Escherichia coli O157:H7,,"Ogura,Y., Mondal,S.I., Islam,M.R., Mako,T., Arisawa,K., Katsura,K., Ooka,T., Gotoh,Y., Murase,K., Ohnishi,M., Hayashi,T.",,2020-07-29,dsDNA
NC_049946,Escherichia phage 4A7,Bievrevirus bv4A7,Bievrevirus,,,,49168,complete,,Escherichia coli,,"Petit,M.-A., Lossouarn,J.",,2020-07-29,dsDNA
NC_049947,Escherichia phage 1H12,Jouyvirus jv1H12,Jouyvirus,,,,46703,complete,,Escherichia coli,,"Petit,M.-A., Lossouarn,J.",,2020-07-29,dsDNA
NC_049948,Escherichia phage ev017,Jouyvirus ev017,Jouyvirus,,,,50126,complete,,Escherichia coli,,"Petit,M.-A., Lossouarn,J.",,2020-07-29,dsDNA
NC_049949,Escherichia phage ev207,Jouyvirus ev207,Jouyvirus,,,,46685,complete,,Escherichia coli,,"Petit,M.-A., Lossouarn,J.",,2020-07-29,dsDNA
NC_049950,Escherichia phage 2H10,Glaedevirus gv2H10,Glaedevirus,,,,46288,complete,,Escherichia coli,,"Petit,M.-A., Lossouarn,J.",,2020-07-29,dsDNA
NC_049951,Enterobacteria phage O276,Lambdavirus lvO276,Lambdavirus,,,,41969,complete,,Escherichia coli,,"Perez,M.T., Bowman,C.A., Russell,D.A., Jacobs-Sera,D., Hatfull,G.F., King,R.A.",,2020-07-29,dsDNA
NC_049952,Escherichia phage 2B8,Alegriavirus av2B8,Alegriavirus,,,,48763,complete,,Escherichia coli,,"Petit,M.-A., Lossouarn,J.",,2020-07-29,dsDNA
NC_049953,Escherichia phage ev099,Radostvirus ev099,Radostvirus,,,,47224,complete,,Escherichia coli,,"Petit,M.-A., Lossouarn,J.",,2020-07-29,dsDNA
NC_049954,Escherichia phage 2G7b,Nesevirus nv2G7b,Nesevirus,,,,47142,complete,,Escherichia coli,,"Petit,M.-A., Lossouarn,J.",,2020-07-29,dsDNA
NC_049955,Escherichia phage ev243,Nesevirus ev243,Nesevirus,,,,45560,complete,,Escherichia coli,,"Petit,M.-A., Lossouarn,J.",,2020-07-29,dsDNA
NC_049959,Bacillus phage QCM11,Claudivirus QCM11,Claudivirus,Salasmaviridae,,,26054,complete,,Bacillus,,"Chung,C.-H., Walter,M.H., Yang,L., Chen,S.-C., Winston,V., Thomas,M.A.",,2020-07-29,dsDNA
NC_049960,Bacillus phage Harambe,Harambevirus harambe,Harambevirus,Salasmaviridae,,,21684,complete,"USA: Bowie, MD",Bacillus thuringiensis,,"Abille,Z., Afsharjavan,R., Alms,C.E., Anil,A., Azuma,E.A., Boateng,D., Bowden,K.V., Bui,Q., Callaghan,K.D., Canova,P.N., Carter,A.-G.V., Carty,B., Choudhary,A., Chugh,K., Clark,C.B., Clark,J., Cortez,R., Dalwadi,R.M., Daou,G., Das,M., Dasari,S., Davis,E.H., Defreitas,N., Demirji,J., Endres,C., Fakhar,S., Feeley,N., Flores,D.C., Fowler,A.R., George,T., Greis,H.L., Groleau,D.L., Gulati,J.K., Guzman,W., Hallworth,A.N., Hariri,A., Haya,V.N., Hoffman,A.K., Horne,B., Howard,T., Iglesia,A.J., Ijezie,O.D., Incognito,N.A., Inen,J.A., Jaiswal,A., Jezek,R.A., Kawa,A.C., Khan,F., Khin,A.C., Knapo,J., Kong,A.S., Le,B.Q., Le,Q.M., Le,T.-H.M., Lee,M., Lockwood,J.L., Loto-Rojas,G.S., Mantzavinos,A., Martinez,D.R., Meadows,A.R., Mehr,S., Mellon,M.N., Memon,S., Miller,B., Min,S., Mitchell,L.M., Mohamed,I.R., Mohammed,F.O., More,S., Muntaha,S., Nadeem,I., Ndjeumen-Njinguet,A.S., Ng,P., Ngu,V.E., Nguyen,B.N., OHern,C.T., Oboh,U.S., Pagano,C.W., Panakal,P.R., Park,D.A., Parsana,D., Patel,P., Patel,V.S., Patwardhan,V.M., Pawar,S.D., Payne,V.R., Petricel,I.M., Phillips,C., Puglisi,K.M., Ramaprasad,G., Raza,A.S., Rivera-Oven,A.G., Robins,E., Roeun,D.C., Rostovtseva,N., Sadat,M., Seas,A., So,E.J., Sogbesan,C., Strumsky,L.A., Sun,J.L., Sutherland,H.J., Tchakounte,I., Tewell,J.R., Thapa,D.J., Tkach,Y., Tran,C.D., Tran,V., Vithayathil,T., Vivekanandan,A., Wang,S.R., White,E., Yang,A.L., Ye,D.T., Yirenkyi,M., Zarb,J.S., Zhang,S., Zhou,M.T., Cao,A., Nguyen,K.M., Patel,K., Pennington,E., Sendze,O., Zahangir,S., Correa-Mendez,M., Fabian,M.F., Liu,S., Jethmalani,Y., Nunn,R., Prakash,A., Louise,T., Johnson,A., Erill,I., Caruso,S.M.",2016-08-25,2020-07-29,dsDNA
NC_049961,Bacillus phage BeachBum,Harambevirus beachbum,Harambevirus,Salasmaviridae,,,21054,complete,"USA: Ocean City, MD",Bacillus thuringiensis,,"Abille,Z., Afsharjavan,R., Alms,C.E., Anil,A., Azuma,E.A., Boateng,D., Bowden,K.V., Bui,Q., Callaghan,K.D., Canova,P.N., Carter,A.-G.V., Carty,B., Choudhary,A., Chugh,K., Clark,C.B., Clark,J., Cortez,R., Dalwadi,R.M., Daou,G., Das,M., Dasari,S., Davis,E.H., Defreitas,N., Demirji,J., Endres,C., Fakhar,S., Feeley,N., Flores,D.C., Fowler,A.R., George,T., Greis,H.L., Groleau,D.L., Gulati,J.K., Guzman,W., Hallworth,A.N., Hariri,A., Haya,V.N., Hoffman,A.K., Horne,B., Howard,T., Iglesia,A.J., Ijezie,O.D., Incognito,N.A., Inen,J.A., Jaiswal,A., Jezek,R.A., Kawa,A.C., Khan,F., Khin,A.C., Knapo,J., Kong,A.S., Le,B.Q., Le,Q.M., Le,T.-H.M., Lee,M., Lockwood,J.L., Loto-Rojas,G.S., Mantzavinos,A., Martinez,D.R., Meadows,A.R., Mehr,S., Mellon,M.N., Memon,S., Miller,B., Min,S., Mitchell,L.M., Mohamed,I.R., Mohammed,F.O., More,S., Muntaha,S., Nadeem,I., Ndjeumen-Njinguet,A.S., Ng,P., Ngu,V.E., Nguyen,B.N., OHern,C.T., Oboh,U.S., Pagano,C.W., Panakal,P.R., Park,D.A., Parsana,D., Patel,P., Patel,V.S., Patwardhan,V.M., Pawar,S.D., Payne,V.R., Petricel,I.M., Phillips,C., Puglisi,K.M., Ramaprasad,G., Raza,A.S., Rivera-Oven,A.G., Robins,E., Roeun,D.C., Rostovtseva,N., Sadat,M., Seas,A., So,E.J., Sogbesan,C., Strumsky,L.A., Sun,J.L., Sutherland,H.J., Tchakounte,I., Tewell,J.R., Thapa,D.J., Tkach,Y., Tran,C.D., Tran,V., Vithayathil,T., Vivekanandan,A., Wang,S.R., White,E., Yang,A.L., Ye,D.T., Yirenkyi,M., Zarb,J.S., Zhang,S., Zhou,M.T., Cao,A., Nguyen,K.M., Patel,K., Pennington,E., Sendze,O., Zahangir,S., Correa-Mendez,M., Fabian,M.F., Liu,S., Jethmalani,Y., Nunn,R., Prakash,A., Louise,T., Johnson,A., Erill,I., Caruso,S.M.",2016-08-19,2020-07-29,dsDNA
NC_049962,Bacillus phage SerPounce,Claudivirus serpounce,Claudivirus,Salasmaviridae,,,27206,complete,"USA: Ellicott City, MD",Bacillus thuringiensis,,"Abille,Z., Afsharjavan,R., Alms,C.E., Anil,A., Azuma,E.A., Boateng,D., Bowden,K.V., Bui,Q., Callaghan,K.D., Canova,P.N., Carter,A.-G.V., Carty,B., Choudhary,A., Chugh,K., Clark,C.B., Clark,J., Cortez,R., Dalwadi,R.M., Daou,G., Das,M., Dasari,S., Davis,E.H., Defreitas,N., Demirji,J., Endres,C., Fakhar,S., Feeley,N., Flores,D.C., Fowler,A.R., George,T., Greis,H.L., Groleau,D.L., Gulati,J.K., Guzman,W., Hallworth,A.N., Hariri,A., Haya,V.N., Hoffman,A.K., Horne,B., Howard,T., Iglesia,A.J., Ijezie,O.D., Incognito,N.A., Inen,J.A., Jaiswal,A., Jezek,R.A., Kawa,A.C., Khan,F., Khin,A.C., Knapo,J., Kong,A.S., Le,B.Q., Le,Q.M., Le,T.-H.M., Lee,M., Lockwood,J.L., Loto-Rojas,G.S., Mantzavinos,A., Martinez,D.R., Meadows,A.R., Mehr,S., Mellon,M.N., Memon,S., Miller,B., Min,S., Mitchell,L.M., Mohamed,I.R., Mohammed,F.O., More,S., Muntaha,S., Nadeem,I., Ndjeumen-Njinguet,A.S., Ng,P., Ngu,V.E., Nguyen,B.N., OHern,C.T., Oboh,U.S., Pagano,C.W., Panakal,P.R., Park,D.A., Parsana,D., Patel,P., Patel,V.S., Patwardhan,V.M., Pawar,S.D., Payne,V.R., Petricel,I.M., Phillips,C., Puglisi,K.M., Ramaprasad,G., Raza,A.S., Rivera-Oven,A.G., Robins,E., Roeun,D.C., Rostovtseva,N., Sadat,M., Seas,A., So,E.J., Sogbesan,C., Strumsky,L.A., Sun,J.L., Sutherland,H.J., Tchakounte,I., Tewell,J.R., Thapa,D.J., Tkach,Y., Tran,C.D., Tran,V., Vithayathil,T., Vivekanandan,A., Wang,S.R., White,E., Yang,A.L., Ye,D.T., Yirenkyi,M., Zarb,J.S., Zhang,S., Zhou,M.T., Cao,A., Nguyen,K.M., Patel,K., Pennington,E., Sendze,O., Zahangir,S., Correa-Mendez,M., Fabian,M.F., Liu,S., Jethmalani,Y., Nunn,R., Prakash,A., Louise,T., Johnson,A., Erill,I., Caruso,S.M.",2016-09-14,2020-07-29,dsDNA
NC_049963,Bacillus phage Juan,Claudivirus juan,Claudivirus,Salasmaviridae,,,25032,complete,USA,Bacillus thuringiensis serovar kurstaki,,"Persinger,R., Himelright,M., Sutterfield,B., Davis,G., Huang,C., Martinez,E., Miscione,A., O'Neill,T., Temple,L.",2016-09-29,2020-07-29,dsDNA
NC_049964,Bacillus phage KonjoTrouble,Claudivirus konjotrouble,Claudivirus,Salasmaviridae,,,26061,complete,USA,Bacillus,,"Kassa,L., Himelright,M., Sutterfield,B., Lovrinic,A., McNeal,J., Shah,S., Todd,M., Temple,L.",2016-08-30,2020-07-29,dsDNA
NC_049965,Bacillus phage vB_BveP-Goe6,Salasvirus Goe6,Salasvirus,Salasmaviridae,,,19105,complete,Germany: Goettingen,Bacillus velezensis FZB42,,"Hertel,R., Schilling,T., Daniel,R.",2016,2020-07-29,dsDNA
NC_049966,Bacillus phage vB_BthP-Goe4,Claudivirus Goe4,Claudivirus,Salasmaviridae,,,25722,complete,Germany: Goettingen,Bacillus,,"Schilling,T., Hoppert,M., Hertel,R.",2016,2020-07-29,dsDNA
NC_049967,Bacillus phage DK1,Hemphillvirus DK1,Hemphillvirus,Salasmaviridae,,,27180,complete,,Bacillus cereus,,"Kong,L., Ding,Y., Wu,Q.",,2020-07-29,dsDNA
NC_049968,Bacillus phage DK2,Hemphillvirus DK2,Hemphillvirus,Salasmaviridae,,,26357,complete,,Bacillus cereus,,"Kong,L., Ding,Y., Wu,Q.",,2020-07-29,dsDNA
NC_049969,Bacillus phage DK3,Hemphillvirus DK3,Hemphillvirus,Salasmaviridae,,,26865,complete,,Bacillus cereus,,"Kong,L., Ding,Y., Wu,Q.",,2020-07-29,dsDNA
NC_049970,Bacillus phage Karezi,Karezivirus karezi,Karezivirus,Salasmaviridae,,,20083,complete,"USA: Harrisonburg, VA",Bacillus thuringiensis serovar kurstaki,,"Sanders,K., Barth,R., Bowles,K., Glasgow,G., Gloe,M., Lewis,H., McGough,T., Nutbrown,S., Romulus,S., Sergiano,J., Shin,D., Suresh,M., Johnson,A., Temple,L.",2013-08-28,2020-07-29,dsDNA
NC_049971,Bacillus phage vB_Bpu_PumA1,Bundooravirus PumA1,Bundooravirus,Salasmaviridae,,,18466,complete,Australia,Bacillus pumilus,,"Batinovic,S., Rice,D., Beer,M., Petrovski,S.",2017,2020-07-29,dsDNA
NC_049972,Bacillus phage vB_Bpu_PumA2,Bundooravirus PumA2,Bundooravirus,Salasmaviridae,,,18932,complete,Australia,Bacillus pumilus,,"Batinovic,S., Rice,D., Beer,M., Petrovski,S.",2017,2020-07-29,dsDNA
NC_049973,Bacillus phage SRT01hs,Gaunavirus SRT01hs,Gaunavirus,Salasmaviridae,,,20784,complete,Russia: Republic of Tatarstan,Bacillus safensis,,"Shah Mahmud,R., Ulyanova,V., Mindubaeva,L., Markelova,M., Garifullina,K., Malanin,S., Doijad,S.P., Chakraborty,T., Ilinskaya,O.",2015,2020-07-29,dsDNA
NC_049974,Bacillus phage Gxv1,Salasvirus Gxv1,Salasvirus,Salasmaviridae,,,21781,complete,,Bacillus sp. (in: firmicutes),,"Guo,X.",,2020-07-29,dsDNA
NC_049975,Bacillus phage vB_BsuP-Goe1,Beecentumtrevirus Goe1,Beecentumtrevirus,Salasmaviridae,,,18379,complete,Germany,Bacillus subtilis,,"Hertel,R., Willms,I.M., Daniel,R.",2014-11-01,2020-07-29,dsDNA
NC_049976,Bacillus phage Nf,Beecentumtrevirus Nf,Beecentumtrevirus,Salasmaviridae,,,18753,complete,,Bacillus,,"Castilla-Llorente,V., Salas,M., Meijer,W.J., Meijer,W.J.J.",,2020-07-29,dsDNA
NC_049977,Bacteroides phage crAss001,Kehishuvirus primarius,Kehishuvirus,Steigviridae,,,102679,complete,Ireland,Bacteroides intestinalis,,"Shkoporov,A.N., Khokhlova,E.V., Fitzgerald,C.B., Stockdale,S.R., Draper,L.A., Ross,R.P., Hill,C.",,2020-07-29,dsDNA
NC_049978,IAS virus,Paundivirus hollandii,Paundivirus,Steigviridae,,,99915,complete,Netherlands,Homo sapiens,feces,"Oude Munnink,B.B., Canuti,M., Deijs,M., de Vries,M., Jebbink,M.F., Rebers,S., Molenkamp,R., van Hemert,F.J., Chung,K., Cotten,M., Snijders,F., Sol,C.J., van der Hoek,L.",1994,2020-07-29,dsDNA
NC_049927,Microbacterium phage McGalleon,Ilzatvirus mcgalleon,Ilzatvirus,,,,42562,complete,"USA: Forney, TX",Microbacterium foliorum,,"Kirkpatrick,B.L., Twichell,C.M., Davis,D.J., Hampton,E.S., Nguyen,T., Niekamp,K.S., Riley,K.M., Lawson,J.L., Butela,K.A., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2018-09-01,2020-07-28,dsDNA
NC_049928,Microbacterium phage MonChoix,Ilzatvirus monchoix,Ilzatvirus,,,,41670,complete,USA,Microbacterium foliorum,,"Escoto-Diaz,C.E., Dunn,C.M., Emiroglu,E.C., Foster,A.J., Jackson,B.L., Kidd,N.C., McNeill,E.S., Scott,S.A., Small,J.T., Smith,A.T., Stanek,A.M., Wise,B.M., Frost,V.J., Westover,K.M., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2018-08-22,2020-07-28,dsDNA
NC_049929,Microbacterium phage Teagan,Ilzatvirus teagan,Ilzatvirus,,,,41793,complete,"USA: Pittsburgh, PA",Microbacterium foliorum,,"Zack,K.M., Garlena,R.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hatfull,G.F.",2018-05-01,2020-07-28,dsDNA
NC_049930,Enterococcus phage vB_EfaP_Zip,Minhovirus zip,Minhovirus,Rountreeviridae,,,18742,complete,"Portugal: Frossos, Braga",Enterococcus faecium,,"Melo,L.D.R., Ferreira,R., Costa,A.R., Oliveira,H., Azeredo,J.",,2020-07-28,dsDNA
